CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,CLV,Churn
12418.0,113,1,668.58,2,1,3,213,Lost Customers,5.8647368421052635,1
12420.0,64,1,600.39,3,1,3,313,Lost Customers,9.23676923076923,0
12421.0,16,4,807.04,4,4,3,443,Champions,189.89176470588234,0
12422.0,96,3,803.5600000000001,2,3,3,233,At Risk,24.852371134020622,1
12423.0,1,8,1859.31,5,5,4,554,Champions,7437.24,0
12424.0,163,2,1760.96,2,2,4,224,Lost Customers,21.475121951219514,1
12425.0,78,1,777.2,2,1,3,213,Lost Customers,9.837974683544305,0
12426.0,195,1,582.73,1,1,3,113,Lost Customers,2.9731122448979592,1
12427.0,22,3,825.8,4,3,3,433,Loyal Customers,107.71304347826086,0
12428.0,26,9,7956.46,4,5,5,455,Champions,2652.153333333333,0
12429.0,9,4,3750.4,5,4,5,545,Champions,1500.16,0
12430.0,43,1,256.4,3,1,2,312,Lost Customers,5.827272727272727,0
12431.0,36,15,6487.45,3,5,5,355,Loyal Customers,2630.0472972972975,0
12432.0,43,5,5059.32,3,4,5,345,Loyal Customers,574.9227272727272,0
12433.0,1,7,13375.87,5,5,5,555,Champions,46815.545000000006,0
12434.0,85,2,806.14,2,2,3,223,Lost Customers,18.747441860465116,0
12435.0,80,2,7829.89,2,2,5,225,Lost Customers,193.33061728395063,0
12436.0,100,1,509.01,2,1,3,213,Lost Customers,5.0397029702970295,1
12437.0,2,18,4951.41,5,5,5,555,Champions,29708.460000000003,0
12438.0,14,2,2906.85,4,2,5,425,Potential Loyalists,387.58,0
12441.0,367,1,173.55,1,1,1,111,Lost Customers,0.4716032608695652,1
12442.0,3,1,172.06,5,1,1,511,Potential Loyalists,43.015,0
12444.0,21,5,5005.46,4,4,5,445,Champions,1137.6045454545454,0
12445.0,22,1,133.4,4,1,1,411,Potential Loyalists,5.8,0
12446.0,58,1,1002.31,3,1,4,314,Lost Customers,16.98830508474576,0
12447.0,243,1,476.49,1,1,2,112,Lost Customers,1.952827868852459,1
12448.0,44,1,449.45,3,1,2,312,Lost Customers,9.987777777777778,0
12449.0,22,4,4067.29,4,4,5,445,Champions,707.3547826086957,0
12450.0,156,2,197.88,2,2,1,221,Lost Customers,2.520764331210191,1
12451.0,11,5,9035.52,5,4,5,545,Champions,3764.8000000000006,0
12452.0,17,2,430.57,4,2,2,422,Potential Loyalists,47.84111111111111,0
12453.0,134,1,707.09,2,1,3,213,Lost Customers,5.237703703703704,1
12454.0,56,1,3528.34,3,1,5,315,Lost Customers,61.90070175438597,0
12455.0,73,6,2466.86,2,4,5,245,At Risk,200.01567567567568,0
12456.0,44,3,3181.04,3,3,5,335,Loyal Customers,212.0693333333333,0
12457.0,66,7,2363.23,3,5,5,355,Loyal Customers,246.90462686567164,0
12458.0,71,2,947.4,3,2,4,324,Lost Customers,26.316666666666666,0
12461.0,94,2,826.88,2,2,3,223,Lost Customers,17.408,1
12462.0,19,2,1189.59,4,2,4,424,Potential Loyalists,118.95899999999999,0
12463.0,53,4,1344.78,3,4,4,344,Loyal Customers,99.61333333333333,0
12464.0,10,8,1212.05,5,5,4,554,Champions,881.4909090909091,0
12465.0,17,2,742.1899999999999,4,2,3,423,Potential Loyalists,82.46555555555555,0
12468.0,188,2,729.5400000000001,1,2,3,123,Lost Customers,7.720000000000001,1
12471.0,2,30,19824.05,5,5,5,555,Champions,198240.5,0
12472.0,32,7,6572.11,4,5,5,455,Champions,1394.0839393939393,0
12473.0,29,5,3938.55,4,4,5,445,Champions,656.425,0
12474.0,17,18,7375.79,4,5,5,455,Champions,7375.79,0
12475.0,54,1,723.38,3,1,3,313,Lost Customers,13.152363636363637,0
12476.0,16,11,6816.42,4,5,5,455,Champions,4410.624705882353,0
12477.0,23,6,13219.74,4,4,5,445,Champions,3304.935,0
12478.0,4,1,680.99,5,1,3,513,Potential Loyalists,136.198,0
12479.0,11,1,527.2,5,1,3,513,Potential Loyalists,43.93333333333334,0
12480.0,28,4,3281.63,4,4,5,445,Champions,452.63862068965517,0
12481.0,23,10,5596.32,4,5,5,455,Champions,2331.7999999999997,0
12483.0,17,8,2484.98,4,5,5,455,Champions,1104.4355555555555,0
12484.0,33,6,4541.72,4,4,5,445,Champions,801.48,0
12488.0,10,3,1298.66,5,3,4,534,Loyal Customers,354.18000000000006,0
12489.0,336,1,334.93,1,1,2,112,Lost Customers,0.9938575667655787,1
12490.0,5,10,5417.93,5,5,5,555,Champions,9029.883333333333,0
12491.0,39,1,460.4,3,1,2,312,Lost Customers,11.51,0
12492.0,63,2,263.21000000000004,3,2,2,322,Lost Customers,8.225312500000001,0
12493.0,166,2,433.74,2,2,2,222,Lost Customers,5.194491017964072,1
12494.0,16,7,1246.1,4,5,4,454,Champions,513.0999999999999,0
12497.0,82,1,1043.1,2,1,4,214,Lost Customers,12.567469879518072,0
12498.0,21,3,403.7000000000001,4,3,2,432,Loyal Customers,55.05000000000002,0
12500.0,23,11,4257.82,4,5,5,455,Champions,1951.5008333333333,0
12501.0,337,1,2169.39,1,1,5,115,Lost Customers,6.4183136094674555,1
12502.0,96,5,3723.87,2,4,5,245,At Risk,191.95206185567008,1
12504.0,18,2,482.05,4,2,2,422,Potential Loyalists,50.742105263157896,0
12506.0,233,1,73.5,1,1,1,111,Lost Customers,0.3141025641025641,1
12507.0,134,3,1304.81,2,3,4,234,At Risk,28.995777777777775,1
12508.0,26,2,398.27,4,2,2,422,Potential Loyalists,29.50148148148148,0
12509.0,284,1,176.5,1,1,1,111,Lost Customers,0.6192982456140351,1
12510.0,143,2,982.57,2,2,4,224,Lost Customers,13.646805555555556,1
12512.0,66,2,138.03,3,2,1,321,Lost Customers,4.120298507462687,0
12513.0,113,1,612.29,2,1,3,213,Lost Customers,5.3709649122807015,1
12514.0,267,1,1017.68,1,1,4,114,Lost Customers,3.797313432835821,1
12515.0,353,1,383.7,1,1,2,112,Lost Customers,1.0838983050847457,1
12516.0,78,2,1312.06,2,2,4,224,Lost Customers,33.21670886075949,0
12517.0,28,5,2502.84,4,4,5,445,Champions,431.5241379310345,0
12518.0,1,5,2056.89,5,4,4,544,Champions,5142.224999999999,0
12519.0,64,1,340.84,3,1,2,312,Lost Customers,5.243692307692307,0
12520.0,79,5,2634.26,2,4,5,245,At Risk,164.64125,0
12521.0,143,1,599.68,2,1,3,213,Lost Customers,4.164444444444444,1
12522.0,39,2,192.72,3,2,1,321,Lost Customers,9.636,0
12523.0,19,11,1789.77,4,5,4,454,Champions,984.3735,0
12524.0,9,8,4485.72,5,5,5,555,Champions,3588.576,0
12526.0,1,3,1316.66,5,3,4,534,Loyal Customers,1974.9900000000002,0
12527.0,82,3,348.71000000000004,2,3,2,232,At Risk,12.60397590361446,0
12528.0,9,6,1933.48,5,5,4,554,Champions,1160.0880000000002,0
12530.0,60,4,1662.28,3,4,4,344,Loyal Customers,109.00196721311475,0
12531.0,15,1,125.22,4,1,1,411,Potential Loyalists,7.82625,0
12532.0,30,1,349.83000000000004,4,1,2,412,Potential Loyalists,11.284838709677421,0
12534.0,131,1,1089.18,2,1,4,214,Lost Customers,8.251363636363637,1
12535.0,92,2,716.35,2,2,3,223,Lost Customers,15.405376344086022,1
12536.0,43,3,12601.830000000002,3,3,5,335,Loyal Customers,859.2156818181819,0
12538.0,29,1,363.95,4,1,2,412,Potential Loyalists,12.131666666666666,0
12539.0,22,4,5568.35,4,4,5,445,Champions,968.408695652174,0
12540.0,20,17,13400.24,4,5,5,455,Champions,10847.813333333334,0
12541.0,30,3,981.18,4,3,4,434,Loyal Customers,94.95290322580645,0
12544.0,36,1,372.7,3,1,2,312,Lost Customers,10.072972972972973,0
12545.0,75,2,1000.39,2,2,4,224,Lost Customers,26.326052631578946,0
12546.0,47,2,1161.5,3,2,4,324,Lost Customers,48.395833333333336,0
12547.0,198,2,207.8,1,2,1,121,Lost Customers,2.0884422110552765,1
12548.0,166,1,95.2,2,1,1,211,Lost Customers,0.5700598802395209,1
12550.0,79,1,964.83,2,1,4,214,Lost Customers,12.060375,0
12551.0,358,1,168.0,1,1,1,111,Lost Customers,0.467966573816156,1
12552.0,39,2,437.82,3,2,2,322,Lost Customers,21.891,0
12553.0,8,10,3692.28,5,5,5,555,Champions,4102.533333333334,0
12556.0,50,2,603.71,3,2,3,323,Lost Customers,23.674901960784315,0
12557.0,16,5,11990.96,4,4,5,445,Champions,3526.7529411764704,0
12558.0,8,1,269.96,5,1,2,512,Potential Loyalists,29.995555555555555,0
12559.0,311,2,561.71,1,2,3,123,Lost Customers,3.6007051282051283,1
12560.0,5,3,2134.01,5,3,5,535,Loyal Customers,1067.005,0
12561.0,303,1,238.85,1,1,1,111,Lost Customers,0.7856907894736842,1
12562.0,8,7,3781.74,5,5,5,555,Champions,2941.3533333333335,0
12564.0,261,1,456.9,1,1,2,112,Lost Customers,1.7438931297709923,1
12565.0,289,1,145.92,1,1,1,111,Lost Customers,0.5031724137931034,1
12566.0,86,1,351.65,2,1,2,212,Lost Customers,4.041954022988506,0
12567.0,23,10,9401.28,4,5,5,455,Champions,3917.2000000000003,0
12569.0,2,32,4124.69,5,5,5,555,Champions,43996.69333333333,0
12571.0,40,2,519.61,3,2,3,323,Lost Customers,25.346829268292684,0
12572.0,9,2,1020.42,5,2,4,524,Potential Loyalists,204.084,0
12573.0,227,1,160.54000000000002,1,1,1,111,Lost Customers,0.7041228070175439,1
12574.0,316,1,218.45,1,1,1,111,Lost Customers,0.6891167192429022,1
12576.0,36,5,1315.83,3,4,4,344,Loyal Customers,177.81486486486486,0
12577.0,35,3,657.8,3,3,3,333,Loyal Customers,54.81666666666666,0
12578.0,21,2,2794.51,4,2,5,425,Potential Loyalists,254.04636363636365,0
12579.0,78,1,440.42,2,1,2,212,Lost Customers,5.5749367088607595,0
12580.0,247,1,415.7,1,1,2,112,Lost Customers,1.676209677419355,1
12581.0,40,1,197.71,3,1,1,311,Lost Customers,4.82219512195122,0
12582.0,239,2,511.36,1,2,3,123,Lost Customers,4.261333333333334,1
12583.0,3,15,7281.38,5,5,5,555,Champions,27305.175,0
12584.0,4,9,2338.15,5,5,5,555,Champions,4208.67,0
12585.0,234,2,2040.1,1,2,4,124,Lost Customers,17.36255319148936,1
12586.0,17,1,196.94000000000003,4,1,1,411,Potential Loyalists,10.941111111111113,0
12587.0,8,1,144.0,5,1,1,511,Potential Loyalists,16.0,0
12588.0,39,1,214.9,3,1,1,311,Lost Customers,5.3725000000000005,0
12589.0,29,2,646.68,4,2,3,423,Potential Loyalists,43.111999999999995,0
12590.0,211,2,9864.26,1,2,5,125,Lost Customers,93.05905660377358,1
12591.0,317,1,452.85,1,1,2,112,Lost Customers,1.424056603773585,1
12592.0,92,2,437.6,2,2,2,222,Lost Customers,9.410752688172044,1
12593.0,109,3,418.1,2,3,2,232,At Risk,11.402727272727274,1
12594.0,38,10,3338.2200000000003,3,5,5,355,Loyal Customers,855.9538461538463,0
12596.0,51,2,618.27,3,2,3,323,Lost Customers,23.779615384615383,0
12597.0,19,4,3811.22,4,4,5,445,Champions,762.2439999999999,0
12598.0,10,8,3023.08,5,5,5,555,Champions,2198.6036363636363,0
12599.0,29,7,1032.58,4,5,4,454,Champions,240.93533333333332,0
12600.0,29,10,2599.04,4,5,5,455,Champions,866.3466666666667,0
12601.0,190,5,577.0600000000001,1,4,3,143,At Risk,15.10628272251309,1
12602.0,59,1,153.12,3,1,1,311,Lost Customers,2.552,0
12603.0,22,1,739.1999999999999,4,1,3,413,Potential Loyalists,32.13913043478261,0
12604.0,79,2,254.18,2,2,2,222,Lost Customers,6.3545,0
12607.0,60,1,1579.51,3,1,4,314,Lost Customers,25.893606557377048,0
12609.0,78,3,1126.85,2,3,4,234,At Risk,42.79177215189873,0
12610.0,23,5,2099.54,4,4,5,445,Champions,437.4041666666667,0
12611.0,52,1,1193.32,3,1,4,314,Lost Customers,22.515471698113206,0
12612.0,74,1,704.0400000000001,2,1,3,213,Lost Customers,9.387200000000002,0
12613.0,57,5,3344.38,3,4,5,345,Loyal Customers,288.3086206896552,0
12614.0,278,1,315.6,1,1,2,112,Lost Customers,1.1311827956989249,1
12615.0,2,4,2291.19,5,4,5,545,Champions,3054.92,0
12616.0,95,2,713.3,2,2,3,223,Lost Customers,14.860416666666666,1
12617.0,29,1,355.53,4,1,2,412,Potential Loyalists,11.850999999999999,0
12618.0,22,1,177.31,4,1,1,411,Potential Loyalists,7.709130434782609,0
12619.0,16,9,3641.24,4,5,5,455,Champions,1927.7152941176469,0
12620.0,15,3,1339.41,4,3,4,434,Loyal Customers,251.13937500000003,0
12621.0,2,20,13689.67,5,5,5,555,Champions,91264.46666666667,0
12622.0,232,1,180.1,1,1,1,111,Lost Customers,0.7729613733905579,1
12623.0,276,1,305.1,1,1,2,112,Lost Customers,1.1014440433212997,1
12624.0,106,2,641.13,2,2,3,223,Lost Customers,11.983738317757009,1
12625.0,212,2,2683.82,1,2,5,125,Lost Customers,25.200187793427233,1
12626.0,23,9,6620.48,4,5,5,455,Champions,2482.68,0
12627.0,11,7,4478.53,5,5,5,555,Champions,2612.4758333333334,0
12628.0,4,3,786.46,5,3,3,533,Loyal Customers,471.87600000000003,0
12630.0,10,2,1270.88,5,2,4,524,Potential Loyalists,231.06909090909093,0
12631.0,57,1,640.5,3,1,3,313,Lost Customers,11.043103448275861,0
12633.0,59,4,2163.98,3,4,5,345,Loyal Customers,144.26533333333333,0
12635.0,90,2,1689.18,2,2,4,224,Lost Customers,37.12483516483517,0
12637.0,67,8,6021.9,3,5,5,355,Loyal Customers,708.4588235294117,0
12638.0,33,1,671.69,4,1,3,413,Potential Loyalists,19.75558823529412,0
12639.0,239,1,486.1,1,1,2,112,Lost Customers,2.0254166666666666,1
12640.0,24,3,1174.58,4,3,4,434,Loyal Customers,140.9496,0
12641.0,115,1,185.9,2,1,1,211,Lost Customers,1.6025862068965517,1
12642.0,25,3,1013.26,4,3,4,434,Loyal Customers,116.91461538461537,0
12643.0,128,6,3344.64,2,5,5,255,At Risk,155.5646511627907,1
12644.0,130,1,477.91,2,1,2,212,Lost Customers,3.648167938931298,1
12645.0,34,4,1775.18,3,4,4,344,Loyal Customers,202.8777142857143,0
12646.0,5,2,1346.97,5,2,4,524,Potential Loyalists,448.99,0
12647.0,22,12,3722.82,4,5,5,455,Champions,1942.3408695652176,0
12648.0,155,1,318.05,2,1,2,212,Lost Customers,2.0387820512820514,1
12649.0,107,3,623.51,2,3,3,233,At Risk,17.31972222222222,1
12650.0,3,1,314.44,5,1,2,512,Potential Loyalists,78.61,0
12651.0,335,1,114.0,1,1,1,111,Lost Customers,0.3392857142857143,1
12652.0,331,1,919.98,1,1,3,113,Lost Customers,2.7710240963855424,1
12653.0,149,2,2209.85,2,2,5,225,Lost Customers,29.464666666666666,1
12654.0,11,5,601.98,5,4,3,543,Champions,250.82500000000002,0
12656.0,17,5,4051.17,4,4,5,445,Champions,1125.3249999999998,0
12657.0,11,4,1643.18,5,4,4,544,Champions,547.7266666666667,0
12658.0,19,1,686.05,4,1,3,413,Potential Loyalists,34.302499999999995,0
12659.0,30,1,91.68,4,1,1,411,Potential Loyalists,2.9574193548387098,0
12660.0,11,1,245.1,5,1,1,511,Potential Loyalists,20.425,0
12662.0,1,11,3849.78,5,5,5,555,Champions,21173.79,0
12664.0,8,9,4881.88,5,5,5,555,Champions,4881.88,0
12665.0,325,1,63.0,1,1,1,111,Lost Customers,0.19325153374233128,1
12667.0,58,1,620.13,3,1,3,313,Lost Customers,10.510677966101694,0
12668.0,12,4,3807.15,5,4,5,545,Champions,1171.4307692307693,0
12669.0,151,3,2744.03,2,3,5,235,At Risk,54.15848684210526,1
12670.0,10,5,2996.05,5,4,5,545,Champions,1361.840909090909,0
12672.0,330,1,225.9,1,1,1,111,Lost Customers,0.6824773413897282,1
12673.0,5,2,610.52,5,2,3,523,Potential Loyalists,203.50666666666666,0
12674.0,39,4,1970.6,3,4,4,344,Loyal Customers,197.06,0
12676.0,25,6,1331.39,4,5,4,454,Champions,307.24384615384616,0
12678.0,42,12,17628.46,3,5,5,355,Loyal Customers,4919.57023255814,0
12679.0,59,4,1113.02,3,4,4,344,Loyal Customers,74.20133333333334,0
12680.0,1,4,862.81,5,4,3,543,Champions,1725.62,0
12681.0,15,22,13787.54,4,5,5,455,Champions,18957.8675,0
12682.0,4,31,12288.22,5,5,5,555,Champions,76186.964,0
12683.0,4,15,8476.57,5,5,5,555,Champions,25429.71,0
12684.0,8,7,2283.63,5,5,5,555,Champions,1776.1566666666668,0
12685.0,28,6,2863.08,4,5,5,455,Champions,592.3613793103448,0
12686.0,372,1,89.14,1,1,1,111,Lost Customers,0.23898123324396783,1
12688.0,114,1,4873.81,2,1,5,215,Lost Customers,42.38095652173914,1
12689.0,26,2,1247.61,4,2,4,424,Potential Loyalists,92.41555555555554,0
12690.0,206,1,389.01,1,1,2,112,Lost Customers,1.8792753623188405,1
12691.0,28,6,1035.8,4,5,4,454,Champions,214.30344827586205,0
12693.0,127,4,855.91,2,4,3,243,At Risk,26.7471875,1
12694.0,70,2,869.67,3,2,3,323,Lost Customers,24.49774647887324,0
12695.0,7,4,582.1,5,4,3,543,Champions,291.05,0
12697.0,29,3,957.59,4,3,4,434,Loyal Customers,95.759,0
12700.0,8,4,4939.99,5,4,5,545,Champions,2195.551111111111,0
12701.0,80,2,797.71,2,2,3,223,Lost Customers,19.696543209876545,0
12702.0,20,1,219.0,4,1,1,411,Potential Loyalists,10.428571428571429,0
12703.0,71,1,283.55,3,1,2,312,Lost Customers,3.9381944444444446,0
12704.0,7,8,2340.84,5,5,5,555,Champions,2340.84,0
12705.0,15,9,6868.29,4,5,5,455,Champions,3863.413125,0
12707.0,292,1,603.42,1,1,3,113,Lost Customers,2.0594539249146755,1
12708.0,30,10,2712.91,4,5,5,455,Champions,875.1322580645161,0
12709.0,15,15,9736.52,4,5,5,455,Champions,9127.987500000001,0
12710.0,97,3,1149.02,2,3,4,234,At Risk,35.17408163265306,1
12712.0,29,13,4396.13,4,5,5,455,Champions,1904.9896666666668,0
12713.0,1,1,848.55,5,1,3,513,Potential Loyalists,424.275,0
12714.0,9,5,4708.86,5,4,5,545,Champions,2354.43,0
12715.0,106,1,353.86,2,1,2,212,Lost Customers,3.3071028037383177,1
12716.0,4,2,1053.49,5,2,4,524,Potential Loyalists,421.396,0
12717.0,151,2,1030.98,2,2,4,224,Lost Customers,13.565526315789475,1
12718.0,71,1,238.25,3,1,1,311,Lost Customers,3.3090277777777777,0
12719.0,5,2,644.95,5,2,3,523,Potential Loyalists,214.98333333333335,0
12720.0,3,25,5781.73,5,5,5,555,Champions,36135.8125,0
12721.0,32,6,2656.13,4,5,5,455,Champions,482.9327272727273,0
12722.0,85,4,997.63,2,4,4,244,At Risk,46.40139534883721,0
12723.0,4,5,725.07,5,4,3,543,Champions,725.07,0
12724.0,5,4,1031.41,5,4,4,544,Champions,687.6066666666667,0
12725.0,371,1,427.8,1,1,2,112,Lost Customers,1.1500000000000001,1
12726.0,28,7,2609.1,4,5,5,455,Champions,629.7827586206897,0
12727.0,11,7,3980.7,5,5,5,555,Champions,2322.075,0
12728.0,71,4,836.33,3,4,3,343,Loyal Customers,46.46277777777778,0
12729.0,114,1,453.01,2,1,2,212,Lost Customers,3.939217391304348,1
12731.0,24,12,18895.91,4,5,5,455,Champions,9070.0368,0
12732.0,180,1,236.26,1,1,1,111,Lost Customers,1.3053038674033148,1
12733.0,234,1,383.95,1,1,2,112,Lost Customers,1.6338297872340426,1
12734.0,353,1,110.4,1,1,1,111,Lost Customers,0.31186440677966104,1
12735.0,315,2,779.5699999999999,1,2,3,123,Lost Customers,4.933987341772151,1
12736.0,333,1,234.0,1,1,1,111,Lost Customers,0.7005988023952096,1
12738.0,372,1,155.35,1,1,1,111,Lost Customers,0.41648793565683645,1
12739.0,78,2,1013.04,2,2,4,224,Lost Customers,25.646582278481013,0
12740.0,64,1,427.6,3,1,2,312,Lost Customers,6.578461538461539,0
12743.0,134,2,546.43,2,2,3,223,Lost Customers,8.095259259259258,1
12744.0,52,7,21279.29,3,5,5,355,Loyal Customers,2810.4722641509434,0
12747.0,2,11,4196.01,5,5,5,555,Champions,15385.37,0
12748.0,1,209,33719.73,5,5,5,555,Champions,3523711.785,0
12749.0,4,5,4090.88,5,4,5,545,Champions,4090.88,0
12750.0,129,1,275.88,2,1,2,212,Lost Customers,2.122153846153846,1
12752.0,81,1,4366.78,2,1,5,215,Lost Customers,53.25341463414634,0
12753.0,23,6,21429.39,4,5,5,455,Champions,5357.3475,0
12754.0,236,3,3010.74,1,3,5,135,At Risk,38.1106329113924,1
12755.0,281,2,3811.95,1,2,5,125,Lost Customers,27.03510638297872,1
12756.0,87,1,112.07999999999998,2,1,1,211,Lost Customers,1.2736363636363635,0
12757.0,16,13,7857.1,4,5,5,455,Champions,6008.370588235294,0
12758.0,117,2,2791.59,2,2,5,225,Lost Customers,47.31508474576271,1
12759.0,52,3,1531.44,3,3,4,334,Loyal Customers,86.68528301886792,0
12762.0,8,2,1898.52,5,2,4,524,Potential Loyalists,421.8933333333333,0
12763.0,138,2,494.08,2,2,3,223,Lost Customers,7.109064748201439,1
12764.0,317,1,1693.88,1,1,4,114,Lost Customers,5.326666666666667,1
12766.0,4,7,6989.63,5,5,5,555,Champions,9785.482,0
12769.0,239,1,1143.6,1,1,4,114,Lost Customers,4.765,1
12770.0,211,1,1351.45,1,1,4,114,Lost Customers,6.374764150943396,1
12772.0,60,1,892.47,3,1,3,313,Lost Customers,14.630655737704918,0
12775.0,17,5,1386.04,4,4,4,444,Champions,385.0111111111111,0
12778.0,20,6,822.23,4,5,3,453,Champions,234.92285714285714,0
12779.0,38,8,3981.36,3,5,5,355,Loyal Customers,816.6892307692308,0
12781.0,64,2,826.74,3,2,3,323,Lost Customers,25.438153846153845,0
12782.0,5,5,2330.92,5,4,5,545,Champions,1942.4333333333334,0
12783.0,2,6,2225.91,5,5,5,555,Champions,4451.82,0
12784.0,9,2,574.42,5,2,3,523,Potential Loyalists,114.88399999999999,0
12785.0,364,1,311.95,1,1,2,112,Lost Customers,0.8546575342465753,1
12787.0,10,3,463.66,5,3,2,532,Loyal Customers,126.45272727272727,0
12789.0,65,1,91.85,3,1,1,311,Lost Customers,1.3916666666666666,0
12790.0,192,1,324.92,1,1,2,112,Lost Customers,1.6835233160621763,1
12791.0,374,1,192.6,1,1,1,111,Lost Customers,0.5136,1
12792.0,257,1,400.54,1,1,2,112,Lost Customers,1.5524806201550387,1
12793.0,335,2,545.48,1,2,3,123,Lost Customers,3.246904761904762,1
12794.0,53,2,860.41,3,2,3,323,Lost Customers,31.867037037037036,0
12795.0,19,1,430.48,4,1,2,412,Potential Loyalists,21.524,0
12797.0,366,1,254.03,1,1,2,112,Lost Customers,0.6921798365122616,1
12798.0,10,3,6977.04,5,3,5,535,Loyal Customers,1902.8290909090908,0
12802.0,187,1,427.58,1,1,2,112,Lost Customers,2.2743617021276594,1
12808.0,37,3,483.65,3,3,2,332,Loyal Customers,38.1828947368421,0
12809.0,178,1,489.31,2,1,2,212,Lost Customers,2.7335754189944135,1
12811.0,261,3,514.85,1,3,3,133,At Risk,5.8952290076335885,1
12812.0,45,1,229.64,3,1,1,311,Lost Customers,4.992173913043478,0
12814.0,102,1,125.92,2,1,1,211,Lost Customers,1.2225242718446603,1
